Name,RollNo,Branch
Raj Menon,CE18810,Chemical Engineering
Sahil Chakraborty,IT19490,Information Technology
Raj Chakraborty,CS23294,Computer Science
Suresh Sarin,CE24162,Civil Engineering
Sonam Bose,E20091,Electronics
Aditya Pandey,EE23453,Electrical Engineering
Karan Dutta,AE20523,Aerospace Engineering
Isha Singh,ME19326,Mechanical Engineering
Bhavya Kumar,CS19950,Computer Science
Sneha Kapoor,IT21182,Information Technology
Shalini Naidu,B22860,Biotechnology
Simran Agarwal,IT20481,Information Technology
Rajat Pandey,M23569,Mathematics
Prakash Yadav,CE24171,Civil Engineering
Rajat Chatterjee,EE19694,Electrical Engineering
Amit Chakraborty,IT24028,Information Technology
Harsh Shah,B23990,Biotechnology
Karan Mahajan,CE24572,Chemical Engineering
Garima Khanna,EE18150,Electrical Engineering
Garima Bhat,E23484,Electronics
Aman Das,IT24118,Information Technology
Vishal Mahajan,AE21448,Aerospace Engineering
Kavita Malhotra,CE24283,Chemical Engineering
Rahul Chopra,CE24756,Chemical Engineering
Devika Khanna,M23294,Mathematics
Pooja Kapoor,ME20665,Mechanical Engineering
Harish Mehta,E24189,Electronics
Meera Das,CE18857,Civil Engineering
Divya Menon,AE20175,Aerospace Engineering
Samarth Rao,EE21940,Electrical Engineering
Akash Nair,IT24914,Information Technology
Sonam Banerjee,B21417,Biotechnology
Nikhil Dutta,B24955,Biotechnology
Aditya Nair,B24875,Biotechnology
Vikram Das,IT18018,Information Technology
Vijay Sharma,CS24672,Computer Science
Isha Verma,CE22446,Civil Engineering
Pankaj Shah,CS23678,Computer Science
Ritu Chakraborty,B19818,Biotechnology
Kunal Kapoor,CE19735,Chemical Engineering
Sneha Agarwal,CS24342,Computer Science
Ananya Sethi,ME23559,Mechanical Engineering
Gaurav Wadhwa,CE19349,Civil Engineering
Dhruv Goyal,AE18422,Aerospace Engineering
Rishabh Bansal,B19131,Biotechnology
Ritu Wadhwa,AE20799,Aerospace Engineering
Gaurav Pillai,B24794,Biotechnology
Madhav Menon,EE20162,Electrical Engineering
Shalini Banerjee,CE20324,Civil Engineering
Shreya Trivedi,CE18942,Chemical Engineering
Payal Bose,B19726,Biotechnology
Tushar Singh,CE24713,Civil Engineering
Nisha Mahajan,CE20626,Civil Engineering
Amit Pillai,M22265,Mathematics
Madhav Pillai,M22713,Mathematics
Aryan Chawla,IT24717,Information Technology
Jatin Bose,IT22763,Information Technology
Shivam Patel,CE23398,Chemical Engineering
Devika Yadav,CS20054,Computer Science
Kunal Nair,CS24960,Computer Science
Pooja Mehta,AE24625,Aerospace Engineering
Aditya Patel,B18104,Biotechnology
Akash Nair,ME24323,Mechanical Engineering
Ashish Malhotra,CS20301,Computer Science
Rashi Tiwari,E21584,Electronics
Sandeep Choudhury,M23481,Mathematics
Vijay Chawla,CE18065,Civil Engineering
Sandeep Sethi,CE23130,Civil Engineering
Kavita Pandey,B20490,Biotechnology
Suresh Iyer,EE22600,Electrical Engineering
Akash Pillai,EE21096,Electrical Engineering
Ananya Menon,EE22443,Electrical Engineering
Shreya Kapoor,B21084,Biotechnology
Tushar Chatterjee,AE23051,Aerospace Engineering
Isha Bose,E18794,Electronics
Sonia Kohli,IT19778,Information Technology
Priya Wadhwa,CE22693,Civil Engineering
Nikhil Tiwari,IT22358,Information Technology
Prakash Pillai,ME21056,Mechanical Engineering
Rohan Kohli,CS22611,Computer Science
Vishal Nair,CE21026,Chemical Engineering
Vijay Mahajan,B20375,Biotechnology
Vani Bajaj,AE19159,Aerospace Engineering
Shalini Ghosh,M23747,Mathematics
Karan Menon,E21860,Electronics
Anjali Malhotra,ME23498,Mechanical Engineering
Rishabh Agarwal,B23117,Biotechnology
Ritika Sethi,E19266,Electronics
Anjali Deshpande,CS24598,Computer Science
Manish Desai,M23003,Mathematics
Ritu Patil,CS22815,Computer Science
Anjali Kohli,AE21096,Aerospace Engineering
Divya Mishra,E18455,Electronics
Shivam Joshi,AE21454,Aerospace Engineering
Payal Pandey,B19850,Biotechnology
Sanya Kohli,ME24916,Mechanical Engineering
Shreya Verma,AE19084,Aerospace Engineering
Ankit Singh,B20934,Biotechnology
Gaurav Malhotra,CS18889,Computer Science
Pankaj Gupta,E22955,Electronics
Jatin Patil,CS20165,Computer Science
Archana Sarin,AE18164,Aerospace Engineering
Aryan Patil,EE20578,Electrical Engineering
Meera Bajaj,E22176,Electronics
Vijay Bhat,CS21437,Computer Science
Akash Das,M18767,Mathematics
Aryan Sarin,M24722,Mathematics
Anupam Verma,ME22295,Mechanical Engineering
Pankaj Rao,E24158,Electronics
Sonam Ghosh,CS21456,Computer Science
Harsh Naidu,ME19370,Mechanical Engineering
Gaurav Sharma,B22875,Biotechnology
Tushar Joshi,ME21615,Mechanical Engineering
Sneha Patil,CE18106,Civil Engineering
Shalini Chopra,M23419,Mathematics
Rohan Kohli,E20726,Electronics
Sandeep Goyal,CE20176,Chemical Engineering
Suresh Trivedi,ME18802,Mechanical Engineering
Manish Rao,CS20011,Computer Science
Rishabh Sharma,B23329,Biotechnology
Divya Kohli,ME24738,Mechanical Engineering
Aman Shah,CE18283,Civil Engineering
Amit Yadav,CE22331,Chemical Engineering
Varun Sarin,AE18315,Aerospace Engineering
Sonia Saxena,B23333,Biotechnology
Sonam Trivedi,B23688,Biotechnology
Madhav Verma,EE24457,Electrical Engineering
Vishal Dutta,E20798,Electronics
Varun Choudhury,E20252,Electronics
Tanvi Kapoor,IT24491,Information Technology
Sanya Kumar,CE18419,Civil Engineering
Ishaan Choudhury,CE23701,Civil Engineering
Rashi Iyer,CE20792,Chemical Engineering
Naveen Patel,E21831,Electronics
Naveen Kumar,B18185,Biotechnology
Deepak Khanna,AE23781,Aerospace Engineering
Priya Mehta,ME19925,Mechanical Engineering
Aditya Patil,B24635,Biotechnology
Rashi Tiwari,EE22833,Electrical Engineering
Rishabh Dutta,AE22800,Aerospace Engineering
Shubham Reddy,B21513,Biotechnology
Dhruv Sethi,E19143,Electronics
Tushar Trivedi,EE22728,Electrical Engineering
Nisha Reddy,CE18219,Civil Engineering
Simran Choudhury,CE20635,Chemical Engineering
Vishal Bajaj,CE22978,Chemical Engineering
Mihir Mishra,B23894,Biotechnology
Rahul Agarwal,E23209,Electronics
Bhavya Khanna,EE23732,Electrical Engineering
Nisha Reddy,M19892,Mathematics
Isha Banerjee,M22401,Mathematics
Dhruv Reddy,CS20192,Computer Science
Sanya Choudhury,CS21374,Computer Science
Rahul Kapoor,ME20030,Mechanical Engineering
Rahul Malhotra,EE24715,Electrical Engineering
Aryan Mishra,IT18350,Information Technology
Manish Kohli,M24628,Mathematics
Sonam Deshpande,IT20389,Information Technology
Ritika Pillai,ME20229,Mechanical Engineering
Priya Banerjee,ME23358,Mechanical Engineering
Arjun Shah,ME21308,Mechanical Engineering
Manish Malhotra,E19082,Electronics
Suresh Dutta,AE23443,Aerospace Engineering
Tanvi Menon,AE22532,Aerospace Engineering
Arjun Nair,E22366,Electronics
Suresh Bajaj,IT24260,Information Technology
Pankaj Kaur,CS19693,Computer Science
Harsh Reddy,B22721,Biotechnology
Rahul Tiwari,AE20736,Aerospace Engineering
Sandeep Khanna,AE24292,Aerospace Engineering
Ishaan Sethi,EE24016,Electrical Engineering
Pooja Ghosh,B22217,Biotechnology
Akash Mehta,EE21166,Electrical Engineering
Rahul Sethi,E19682,Electronics
Ananya Tiwari,IT21653,Information Technology
Sonia Dutta,IT24654,Information Technology
Ashish Reddy,E18683,Electronics
Payal Choudhury,CE21452,Civil Engineering
Meera Bansal,B22632,Biotechnology
Aman Khanna,EE20450,Electrical Engineering
Sonam Bhat,IT24977,Information Technology
Harsh Choudhury,M19222,Mathematics
Ankit Rao,M20570,Mathematics
Suresh Mishra,B24101,Biotechnology
Devika Dutta,EE20122,Electrical Engineering
Prakash Desai,IT23625,Information Technology
Samarth Mishra,M21487,Mathematics
Ritika Sethi,B18991,Biotechnology
Shreya Pandey,AE21701,Aerospace Engineering
Anjali Singh,B18957,Biotechnology
Karan Desai,B23111,Biotechnology
Anjali Chatterjee,CE19517,Chemical Engineering
Vikram Saxena,CE18817,Civil Engineering
Shivam Shah,M24081,Mathematics
Nisha Yadav,B18746,Biotechnology
Pooja Mishra,CE20103,Civil Engineering
Sandeep Bhat,CE22717,Civil Engineering
Sandeep Bose,E19890,Electronics
Ayush Banerjee,B20362,Biotechnology
Anupam Mishra,CS22907,Computer Science
Arjun Reddy,B19958,Biotechnology
Isha Tiwari,EE20457,Electrical Engineering
Tanvi Saxena,E22189,Electronics
Ritu Chakraborty,ME18214,Mechanical Engineering
Kunal Joshi,B21827,Biotechnology
Divya Banerjee,B20801,Biotechnology
Radhika Kohli,AE24913,Aerospace Engineering
Bhavya Kohli,CS24890,Computer Science
Samarth Sharma,M18984,Mathematics
Mihir Bajaj,CS23953,Computer Science
Varun Yadav,EE20923,Electrical Engineering
Aditya Naidu,ME18386,Mechanical Engineering
Harsh Bhat,AE20386,Aerospace Engineering
Akash Kaur,IT21934,Information Technology
Sneha Khanna,CE23111,Chemical Engineering
Radhika Bose,CE24077,Chemical Engineering
Pooja Choudhury,CS23089,Computer Science
Rishabh Ghosh,B24929,Biotechnology
Rashi Mahajan,IT20415,Information Technology
Karan Wadhwa,E19847,Electronics
Pooja Kaur,E23723,Electronics
Ishaan Shah,EE23934,Electrical Engineering
Anupam Khanna,CE18714,Civil Engineering
Mallika Sarin,CE24527,Chemical Engineering
Ashish Iyer,CE18344,Chemical Engineering
Ishaan Sarin,CS21763,Computer Science
Shreya Deshpande,IT24394,Information Technology
Nikhil Agarwal,CS24642,Computer Science
Sagar Chawla,AE24422,Aerospace Engineering
Rahul Ghosh,EE18253,Electrical Engineering
Payal Sharma,EE19999,Electrical Engineering
Ashish Pandey,AE19058,Aerospace Engineering
Vijay Malhotra,EE19162,Electrical Engineering
Ujjwal Trivedi,AE20326,Aerospace Engineering
Garima Singh,IT20664,Information Technology
Harsh Ghosh,ME20388,Mechanical Engineering
Pooja Mahajan,E20740,Electronics
Simran Agarwal,E23867,Electronics
Radhika Bhat,ME18813,Mechanical Engineering
Rajat Kohli,EE21344,Electrical Engineering
Harish Trivedi,M21335,Mathematics
Pooja Goyal,E20186,Electronics
Meera Nair,EE24639,Electrical Engineering
Akash Mishra,E22726,Electronics
Mallika Saxena,E18751,Electronics
Arjun Desai,EE22440,Electrical Engineering
Ayush Saxena,EE24902,Electrical Engineering
Shivam Kaur,E24363,Electronics
Mallika Nair,CS21615,Computer Science
Devika Sarin,IT20736,Information Technology
Raj Pandey,M21162,Mathematics
Priya Trivedi,M23832,Mathematics
Ankit Gupta,IT18710,Information Technology
Anupam Menon,M22519,Mathematics
Sakshi Bansal,E22107,Electronics
Tushar Verma,CE21847,Civil Engineering
Ayush Bose,E21467,Electronics
Yash Tiwari,E18566,Electronics
Priya Kumar,EE18907,Electrical Engineering
Karan Verma,ME18503,Mechanical Engineering
Kunal Ghosh,AE21598,Aerospace Engineering
Kavya Wadhwa,E20215,Electronics
Sakshi Chakraborty,B20399,Biotechnology
Aditi Reddy,B23486,Biotechnology
Sonam Mishra,M22263,Mathematics
Tushar Kohli,B23023,Biotechnology
Tanvi Deshpande,CE19230,Chemical Engineering
Amit Sethi,CE18525,Chemical Engineering
Tanvi Sharma,IT24452,Information Technology
Tanvi Malhotra,IT22299,Information Technology
Harsh Bansal,ME18231,Mechanical Engineering
Yash Yadav,AE18938,Aerospace Engineering
Ritika Yadav,IT23433,Information Technology
Sahil Rao,E18260,Electronics
Radhika Garg,EE21095,Electrical Engineering
Jatin Patel,ME21674,Mechanical Engineering
Priya Sethi,M18414,Mathematics
Ashish Pandey,AE21157,Aerospace Engineering
Isha Khanna,CE19698,Chemical Engineering
Vani Iyer,AE21637,Aerospace Engineering
Vani Chatterjee,EE19369,Electrical Engineering
Raj Kumar,EE24628,Electrical Engineering
Priya Pandey,CE24406,Civil Engineering
Sonia Tiwari,AE18362,Aerospace Engineering
Garima Joshi,CE23794,Civil Engineering
Deepak Reddy,E23290,Electronics
Tushar Kohli,CE23290,Civil Engineering
Ritu Singh,ME22524,Mechanical Engineering
Manish Yadav,AE23929,Aerospace Engineering
Vani Khanna,CE21979,Civil Engineering
Sandeep Iyer,AE23863,Aerospace Engineering
Anjali Patel,IT18860,Information Technology
Varun Shah,IT22908,Information Technology
Vishal Patil,CE22292,Chemical Engineering
Ishaan Bhat,B24518,Biotechnology
Raj Garg,M19204,Mathematics
Naveen Verma,IT20019,Information Technology
Yash Banerjee,AE18759,Aerospace Engineering
Tushar Joshi,EE22659,Electrical Engineering
Aryan Bajaj,EE20555,Electrical Engineering
Garima Trivedi,CE21863,Civil Engineering
Devika Ghosh,IT18760,Information Technology
Karan Yadav,M20795,Mathematics
Ishaan Choudhury,B24442,Biotechnology
Madhav Saxena,CS20950,Computer Science
Manish Mahajan,AE22920,Aerospace Engineering
Anjali Joshi,EE22303,Electrical Engineering
Ritu Nair,CE21075,Civil Engineering
Mallika Wadhwa,CE23365,Chemical Engineering
Gaurav Chawla,EE18850,Electrical Engineering
Ritika Mehta,CE22969,Civil Engineering
Arjun Yadav,CS19302,Computer Science
Shreya Verma,ME24630,Mechanical Engineering
Suresh Patel,E18706,Electronics
Radhika Gupta,AE22636,Aerospace Engineering
Kavita Goyal,M23083,Mathematics
Vani Chopra,AE19383,Aerospace Engineering
Ujjwal Choudhury,B19931,Biotechnology
Devika Choudhury,AE23841,Aerospace Engineering
Samarth Das,IT21674,Information Technology
Harsh Pandey,EE19834,Electrical Engineering
Neha Agarwal,E23655,Electronics
Payal Dutta,EE24682,Electrical Engineering
Sanya Wadhwa,IT21464,Information Technology
Jatin Goyal,AE18051,Aerospace Engineering
Amit Bajaj,CE19610,Civil Engineering
Aditya Wadhwa,CE23909,Civil Engineering
Ananya Rao,CE20316,Chemical Engineering
Akash Ghosh,CE18862,Civil Engineering
Kavya Shah,M18754,Mathematics
Ananya Goyal,AE23227,Aerospace Engineering
Mallika Ghosh,E20848,Electronics
Tushar Bose,CE24116,Civil Engineering
Neha Mishra,CS18598,Computer Science
Deepak Bansal,IT21320,Information Technology
Sneha Ghosh,B24054,Biotechnology
Sandeep Patil,ME24332,Mechanical Engineering
Akash Bajaj,CE23521,Civil Engineering
Kavita Mahajan,IT21580,Information Technology
Tushar Wadhwa,IT18911,Information Technology
Vani Sarin,CE18214,Civil Engineering
Dhruv Kaur,CE20307,Chemical Engineering
Vani Garg,ME22777,Mechanical Engineering
Raj Iyer,CS18293,Computer Science
Sonam Shah,E21341,Electronics
Manish Goyal,CE22926,Civil Engineering
Mallika Dutta,IT19216,Information Technology
Harsh Saxena,CS22407,Computer Science
Dhruv Joshi,ME22728,Mechanical Engineering
Ashish Agarwal,ME22585,Mechanical Engineering
Sakshi Reddy,CE21449,Chemical Engineering
Raj Trivedi,M24770,Mathematics
Nikhil Chakraborty,B20590,Biotechnology
Ayush Mahajan,E22274,Electronics
Payal Deshpande,M22973,Mathematics
Neha Trivedi,AE18093,Aerospace Engineering
Varun Chawla,E18530,Electronics
Sandeep Mehta,CE19333,Civil Engineering
Meera Menon,E20042,Electronics
Anupam Naidu,E23122,Electronics
Sahil Nair,CS23180,Computer Science
Harsh Ghosh,IT18682,Information Technology
Harsh Chakraborty,EE23875,Electrical Engineering
Yash Deshpande,M24146,Mathematics
Akash Verma,CE20659,Chemical Engineering
Neha Ghosh,CE21995,Civil Engineering
Akash Reddy,CE21959,Chemical Engineering
Suresh Tiwari,CE24872,Chemical Engineering
Isha Agarwal,EE20589,Electrical Engineering
Shreya Menon,E19109,Electronics
Varun Kumar,IT21022,Information Technology
Suresh Naidu,EE18615,Electrical Engineering
Rahul Khanna,AE21215,Aerospace Engineering
Naveen Bansal,E22630,Electronics
Nisha Reddy,E18607,Electronics
Suresh Chakraborty,EE24786,Electrical Engineering
Prakash Dutta,E22641,Electronics
Aditi Mahajan,E18512,Electronics
Sahil Kohli,AE19454,Aerospace Engineering
Ujjwal Bajaj,IT24477,Information Technology
Sneha Chakraborty,B21227,Biotechnology
Aditi Shah,CS21600,Computer Science
Neha Goyal,M22981,Mathematics
Varun Gupta,CE22927,Chemical Engineering
Ankit Desai,M20107,Mathematics
Sanya Wadhwa,M24002,Mathematics
Mihir Chakraborty,B18118,Biotechnology
Meera Reddy,E24054,Electronics
Meera Banerjee,M20954,Mathematics
Anupam Mahajan,EE20013,Electrical Engineering
Payal Ghosh,AE24491,Aerospace Engineering
Raj Banerjee,E20069,Electronics
Anjali Shah,CS23959,Computer Science
Devika Kumar,CE19096,Chemical Engineering
Ujjwal Trivedi,CE21947,Civil Engineering
Mihir Kapoor,B21734,Biotechnology
Ishaan Chatterjee,CE20772,Chemical Engineering
Ujjwal Sethi,CE24592,Civil Engineering
Ritu Chopra,M23688,Mathematics
Rishabh Pandey,AE19352,Aerospace Engineering
Aman Bose,CE23713,Civil Engineering
Sahil Kumar,CE20879,Chemical Engineering
Sonam Saxena,IT24375,Information Technology
Payal Malhotra,IT19436,Information Technology
Garima Mahajan,CE20447,Civil Engineering
Priya Khanna,B20025,Biotechnology
Suresh Malhotra,ME24613,Mechanical Engineering
Meera Bhat,IT18790,Information Technology
Isha Menon,CS23991,Computer Science
Meera Sethi,AE23570,Aerospace Engineering
Vishal Khanna,ME21671,Mechanical Engineering
Ashish Tiwari,E21070,Electronics
Meera Chakraborty,ME24820,Mechanical Engineering
Madhav Malhotra,ME23440,Mechanical Engineering
Devika Kumar,CS22299,Computer Science
Priya Wadhwa,IT23391,Information Technology
Devika Chawla,IT24535,Information Technology
Shubham Desai,E19595,Electronics
Aman Menon,CE23564,Civil Engineering
Devika Singh,ME24911,Mechanical Engineering
Jatin Mishra,E19920,Electronics
Arjun Bajaj,B18240,Biotechnology
Sahil Agarwal,CE24409,Chemical Engineering
Sandeep Kaur,CE19430,Civil Engineering
Suresh Mishra,CE21087,Civil Engineering
Ujjwal Chakraborty,M24005,Mathematics
Kunal Desai,IT23911,Information Technology
Ritu Naidu,AE24553,Aerospace Engineering
Ritika Tiwari,EE24242,Electrical Engineering
Samarth Ghosh,CS24584,Computer Science
Amit Pandey,CS22430,Computer Science
Meera Malhotra,CS21174,Computer Science
Devika Bose,ME18687,Mechanical Engineering
Sagar Mishra,M21583,Mathematics
Madhav Kaur,M18600,Mathematics
Sonia Nair,B22715,Biotechnology
Sagar Yadav,ME22183,Mechanical Engineering
Priya Mahajan,CE21332,Civil Engineering
Aryan Choudhury,CS18754,Computer Science
Nikhil Bhat,IT23330,Information Technology
Dhruv Kohli,M20098,Mathematics
Rahul Ghosh,CE23026,Chemical Engineering
Vishal Kapoor,AE20635,Aerospace Engineering
Sonam Iyer,M24538,Mathematics
Dhruv Kaur,IT22223,Information Technology
Rishabh Bansal,M19123,Mathematics
Rashi Kaur,EE22162,Electrical Engineering
Devika Kohli,IT22939,Information Technology
Nikhil Sharma,CE18682,Chemical Engineering
Rishabh Banerjee,CE18989,Chemical Engineering
Anupam Chawla,CE23623,Chemical Engineering
Ashish Chakraborty,M20928,Mathematics
Manish Patel,EE21483,Electrical Engineering
Rahul Naidu,B21888,Biotechnology
Mallika Khanna,B18403,Biotechnology
Aman Das,E24516,Electronics
Sonia Ghosh,IT20431,Information Technology
Dhruv Bajaj,B20059,Biotechnology
Archana Menon,AE18471,Aerospace Engineering
Aditi Nair,EE21530,Electrical Engineering
Ananya Bose,B21638,Biotechnology
Divya Reddy,CE18143,Civil Engineering
Tanvi Pandey,CS19818,Computer Science
Sandeep Mishra,CS23828,Computer Science
Naveen Pandey,AE19435,Aerospace Engineering
Kavya Bhat,CE23079,Chemical Engineering
Pooja Verma,CE18643,Civil Engineering
Tushar Patil,ME24660,Mechanical Engineering
Bhavya Reddy,E18875,Electronics
Aryan Ghosh,CS19924,Computer Science
Garima Chopra,B24723,Biotechnology
Vikram Desai,CE20224,Chemical Engineering
Amit Garg,CE21299,Chemical Engineering
Shalini Pandey,B21255,Biotechnology
Arjun Chakraborty,M22777,Mathematics
Kavya Agarwal,CE21251,Civil Engineering
Vani Malhotra,M19560,Mathematics
Divya Garg,AE21861,Aerospace Engineering
Archana Iyer,B18324,Biotechnology
Sagar Dutta,B20714,Biotechnology
Kavya Mahajan,IT20650,Information Technology
Sonia Shah,M21898,Mathematics
Tanvi Sethi,E18187,Electronics
Vikram Trivedi,CS19255,Computer Science
Tanvi Pandey,CE20989,Civil Engineering
Karan Kaur,CE24995,Chemical Engineering
Rishabh Choudhury,B21026,Biotechnology
Simran Reddy,ME24610,Mechanical Engineering
Amit Joshi,M22902,Mathematics
Pankaj Deshpande,B20559,Biotechnology
Sakshi Kaur,CE22196,Chemical Engineering
Gaurav Mehta,CS24578,Computer Science
Divya Kapoor,CE20017,Civil Engineering
Amit Pillai,IT21270,Information Technology
Rohan Kumar,CE19873,Civil Engineering
Sandeep Joshi,CE18729,Chemical Engineering
Devika Bose,IT22780,Information Technology
Karan Garg,IT18244,Information Technology
Shivam Tiwari,CS20303,Computer Science
Sonia Mishra,CS21766,Computer Science
Sahil Sharma,ME24354,Mechanical Engineering
Rahul Joshi,M18801,Mathematics
Simran Banerjee,CE21876,Chemical Engineering
Anjali Naidu,B21373,Biotechnology
Ashish Agarwal,B24128,Biotechnology
Mihir Desai,ME20927,Mechanical Engineering
Nisha Agarwal,ME22780,Mechanical Engineering
Pankaj Tiwari,M19677,Mathematics
Jatin Verma,CE21607,Civil Engineering
Payal Sarin,AE23660,Aerospace Engineering
Shubham Reddy,ME20993,Mechanical Engineering
Rashi Garg,CE21190,Chemical Engineering
Vijay Mahajan,CS20385,Computer Science
Sandeep Bose,B19019,Biotechnology
Isha Das,E22467,Electronics
Ujjwal Mehta,ME20295,Mechanical Engineering
Kavya Kumar,CS19646,Computer Science
Ritu Chatterjee,CE20147,Civil Engineering
Vishal Pandey,M19738,Mathematics
Sahil Chatterjee,CE19206,Chemical Engineering
Manish Trivedi,E21411,Electronics
Tanvi Das,E23897,Electronics
Isha Mahajan,B21303,Biotechnology
Prakash Menon,CE23213,Chemical Engineering
Priya Desai,IT18345,Information Technology
Dhruv Malhotra,CS21078,Computer Science
Harsh Dutta,CS20679,Computer Science
Aman Chawla,ME20103,Mechanical Engineering
Devika Bose,CE18750,Civil Engineering
Mihir Saxena,CE18309,Chemical Engineering
Ayush Garg,CE18440,Chemical Engineering
Meera Das,CE22484,Civil Engineering
Pankaj Bajaj,CE22305,Civil Engineering
Ayush Sarin,CE18448,Civil Engineering
Ayush Agarwal,ME23276,Mechanical Engineering
Naveen Khanna,IT23410,Information Technology
Karan Desai,IT21009,Information Technology
Shreya Mishra,CS23274,Computer Science
Shivam Sharma,ME21001,Mechanical Engineering
Suresh Patil,E24153,Electronics
Nikhil Kohli,AE24736,Aerospace Engineering
Harsh Bajaj,IT19872,Information Technology
Rashi Banerjee,IT24534,Information Technology
Mallika Trivedi,CE20281,Civil Engineering
Yash Chawla,ME19840,Mechanical Engineering
Sagar Banerjee,AE24561,Aerospace Engineering
Rishabh Mehta,CS19656,Computer Science
Samarth Chatterjee,CE18267,Civil Engineering
Aryan Verma,E20217,Electronics
Tanvi Pillai,CE20365,Chemical Engineering
Karan Bose,CE21887,Civil Engineering
Simran Verma,EE23723,Electrical Engineering
Ayush Nair,CE18158,Chemical Engineering
Ayush Bhat,IT22570,Information Technology
Shalini Iyer,CE19205,Civil Engineering
Bhavya Pandey,IT18931,Information Technology
Nisha Desai,EE21645,Electrical Engineering
Harish Verma,B21644,Biotechnology
Rahul Saxena,EE22216,Electrical Engineering
Kavya Chakraborty,EE18585,Electrical Engineering
Amit Rao,E22871,Electronics
Neha Tiwari,E21047,Electronics
Vani Gupta,E22904,Electronics
Shreya Patil,M24205,Mathematics
Divya Sarin,E21265,Electronics
Pankaj Saxena,EE22750,Electrical Engineering
Harsh Sarin,M18971,Mathematics
Neha Chawla,B22995,Biotechnology
Madhav Patil,ME18374,Mechanical Engineering
Ritu Ghosh,E20104,Electronics
Jatin Pillai,AE19546,Aerospace Engineering
Ujjwal Verma,E22757,Electronics
Shivam Chawla,IT24126,Information Technology
Deepak Chatterjee,EE23634,Electrical Engineering
Anupam Mahajan,B21911,Biotechnology
Ananya Verma,EE18994,Electrical Engineering
Suresh Sharma,CE24968,Chemical Engineering
Shreya Gupta,E19960,Electronics
Ananya Das,E24470,Electronics
Payal Reddy,ME22127,Mechanical Engineering
Mallika Patil,EE19040,Electrical Engineering
Meera Naidu,EE23062,Electrical Engineering
Kavya Ghosh,IT19812,Information Technology
Raj Patel,ME23183,Mechanical Engineering
Garima Pillai,CS23468,Computer Science
Yash Kapoor,E22836,Electronics
Shreya Choudhury,IT19587,Information Technology
Divya Malhotra,ME23684,Mechanical Engineering
Suresh Sharma,CE20673,Civil Engineering
Sonam Pandey,CS21351,Computer Science
Sakshi Joshi,CE18110,Chemical Engineering
Karan Bajaj,CE23190,Civil Engineering
Priya Kumar,CE23778,Civil Engineering
Simran Pandey,CS24870,Computer Science
Kavya Patel,ME22433,Mechanical Engineering
Ritika Kohli,EE18715,Electrical Engineering
Aditya Trivedi,AE21678,Aerospace Engineering
Raj Sethi,ME24374,Mechanical Engineering
Harish Yadav,CE19807,Civil Engineering
Aryan Wadhwa,AE24816,Aerospace Engineering
Rashi Choudhury,AE19892,Aerospace Engineering
Harsh Joshi,E21208,Electronics
Shivam Chopra,M23808,Mathematics
Raj Mahajan,IT21100,Information Technology
Sahil Yadav,B19301,Biotechnology
Rajat Banerjee,EE23778,Electrical Engineering
Tanvi Shah,EE23455,Electrical Engineering
Vani Das,CE19726,Chemical Engineering
Harish Sharma,B23070,Biotechnology
Priya Gupta,IT23299,Information Technology
Naveen Menon,CE23743,Civil Engineering
Shreya Saxena,M23063,Mathematics
Arjun Trivedi,CE18825,Civil Engineering
Aman Banerjee,M20272,Mathematics
Simran Rao,ME23513,Mechanical Engineering
Shreya Yadav,CE23768,Civil Engineering
Pooja Dutta,CS23762,Computer Science
Garima Chakraborty,B20164,Biotechnology
Vijay Dutta,M20226,Mathematics
Rohan Wadhwa,E20819,Electronics
Radhika Pillai,CE20552,Chemical Engineering
Aditya Chatterjee,AE21663,Aerospace Engineering
Pooja Banerjee,E23607,Electronics
Varun Singh,CE19899,Chemical Engineering
Deepak Iyer,AE21673,Aerospace Engineering
Raj Dutta,B21189,Biotechnology
Devika Rao,M20626,Mathematics
Jatin Chawla,AE23826,Aerospace Engineering
Radhika Gupta,EE23819,Electrical Engineering
Ashish Patel,M21641,Mathematics
Divya Goyal,ME22423,Mechanical Engineering
Neha Chatterjee,E18608,Electronics
Priya Das,CE22851,Chemical Engineering
Harsh Khanna,CE21250,Chemical Engineering
Sneha Khanna,CE22546,Civil Engineering
Payal Iyer,B22489,Biotechnology
Aditi Gupta,B19008,Biotechnology
Simran Desai,M18341,Mathematics
Samarth Mishra,IT18306,Information Technology
Radhika Patil,B23708,Biotechnology
Tanvi Joshi,CS23903,Computer Science
Ankit Chawla,CE24188,Chemical Engineering
Prakash Agarwal,EE22023,Electrical Engineering
Shreya Patil,CE23152,Chemical Engineering
Kavita Kumar,E20317,Electronics
Tanvi Singh,M20295,Mathematics
Vijay Chawla,B23557,Biotechnology
Shreya Menon,CE23842,Civil Engineering
Varun Naidu,B21991,Biotechnology
Ishaan Verma,AE21717,Aerospace Engineering
Yash Menon,ME21350,Mechanical Engineering
Sanya Singh,CE18679,Chemical Engineering
Tanvi Rao,CE18224,Chemical Engineering
Raj Joshi,ME21028,Mechanical Engineering
Varun Menon,AE22750,Aerospace Engineering
Aditya Ghosh,EE20472,Electrical Engineering
Nisha Chakraborty,M24834,Mathematics
Devika Bajaj,ME20110,Mechanical Engineering
Vikram Gupta,E18766,Electronics
Ishaan Singh,CE21900,Civil Engineering
